Category,File Name,Title,Creator,Description,Keywords,Artwork_Type,SpacesSet
SET 02,11881321063.jpg,The Metropolitan Museum of Art,Alex E. Pajares,"NA  addl The Astor Chinese Garden Court Date: 17th century style Medium: Taihu rocks, granite terrace, ceramic tile flooring, roof tiles, and door frames, various woods (nan wood columns, pine beams, gingko latticework), brass fittings Accession Number: Astor Court On view in Gallery 217","NA,3D,Artwork,Space,architecture,Art2or3",Architecture,DeptSpaces
SET 02,12080908265.jpg,Crystal and Candlelught,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,12080908755.jpg,Chandelier Room,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,12080922455.jpg,Met Room 2,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,12081229193.jpg,Period Room 18th Cen,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,12081229533.jpg,Music Room,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,12081231553.jpg,Met Room,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,12081482746.jpg,Bust Hall,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Inhabited,French_Ital_Portrait_549,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,12081547666.jpg,met court_pe,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,12081564226.jpg,Dutch Room light,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,12081566106.jpg,Chairs Met,Gina Brake Photography NYC,NA,"NA,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,12213783395.jpg,3714-MET-131-Egyptian Art-The Temple of Dendur,fbflickr,NA,"fbflickr: usa,fbflickr: new,fbflickr: nyc,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: egyptian,Egyptian_Art,Department,3D,Artwork,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,12228374624.jpg,USA-NYC-MET-European Decorative Arts1,fbflickr,NA,"fbflickr: usa,fbflickr: new,fbflickr: nyc,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,12243406533.jpg,American Court,nme421,Metropolitan Museum of Art;NYC;Winter 2014,"NA,3D,Artwork,Description,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,12281256074.jpg,In the Morning Sun,Eddie C3,The Metropolitan Museum of Art.,"Eddie C3: newyorkcity,Eddie C3: museums,Eddie C3: metropolitanmuseumofart,Eddie C3: metropolitanmuseum,3D,Artwork,Description,Roman,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,12596623905.jpg,hidden art,kiminnyc,Metropolitan Museum of Art.,"kiminnyc: nyc,kiminnyc: met,kiminnyc: metropolitanmuseumofart,3D,Artwork,Description,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,12596775563.jpg,pair of torcheres,kiminnyc,"Richard Howland Hunt;New York City, ca. 1902.;Bronze.;Metropolitan Museum of Art.;--Had been installed on the side of the front steps of the Met's new Fifth Avenue entrance in 1902.;--Remained outside until the steps were redesigned in 1970.;--&quot;The five lanterns atop each torchere are replacements modeled after [Richard Morris] Hunt's original drawing, which stipulated that they were to be electric fixtures.&quot;;--RMH died in 1895, so his son RHH carried out his plans for the design of the Met.","kiminnyc: nyc,kiminnyc: met,kiminnyc: metropolitanmuseumofart,kiminnyc: hunt,kiminnyc: torcheres,3D,Artwork,Description,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,12602644035.jpg,DSC_7072,jeffhickman36,NA,"NA,3D,Artwork,Inhabited,Space,Art2or3,arms_armor,Arms_Armor",Arms_Armor,DeptSpaces
SET 02,13096469885.jpg,Temple of Dendur,carlos_seo,"New York, NY - USA;;Temple of Dendur at the Metropolitan Museum of Art.;;<a href=http://www.carlosseo.com rel=nofollow>www.carlosseo.com</a>","carlos_seo: 2014,carlos_seo: fujifilmxe1,carlos_seo: metropolitanmuseumofart,carlos_seo: newyork,carlos_seo: templeofdendur,3D,Artwork,Description,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,13320006513.jpg,New York - Metropolitan Museum of Art,Allan482,"British Decorative Arts, 17501800","Allan482: newyork,Allan482: usa,Allan482: metmuseum,Allan482: museum,Allan482: fujixe1,Allan482: fujinon18mm,Allan482: fuji18mm,Artwork,Period_Rooms,Space,Art2or3,period_room,3D",Period_Room,DeptSpaces
SET 02,13342635663.jpg,New York - Metropolitan Museum of Art,Allan482,Robert Lehman Collection;;Left - Rembrandt: Portrait of Gerard de Lairesse,"Allan482: newyork,Allan482: usa,Allan482: metmuseum,Allan482: museum,Allan482: fujixe1,Allan482: fujinon18mm,Allan482: fuji18mm,Artwork,Space,Lehman_Collection_950,Art2or3,period_room,3D",Period_Room,DeptSpaces
SET 02,13343196074.jpg,Just a little bit from metropolitan museum,SK_NYCity,NA,"SK_NYCity: themetropolitanmuseumofart,SK_NYCity: flickriosapp:filter=nofilter,SK_NYCity: uploaded:by=flickrmobile,3D,Artwork,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,13389453935.jpg,2014160235,kellenfu,NA,"kellenfu: mobile,kellenfu: ios,kellenfu: iphone,kellenfu: nyc,kellenfu: newyorkcity,kellenfu: met,kellenfu: metropolitanmuseumofart,3D,Artwork,Inhabited,Space,Arms_Armor,Art2or3,arms_armor",Arms_Armor,DeptSpaces
SET 02,13392808683.jpg,One of the thousand beautiful window in Metropolitan museum,SK_NYCity,NA,"SK_NYCity: themetropolitanmuseumofart,SK_NYCity: flickriosapp:filter=nofilter,SK_NYCity: uploaded:by=flickrmobile,3D,Artwork,Inhabited,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,13433087835.jpg,NA,SK_NYCity,NA,"SK_NYCity: themetropolitanmuseumofart,SK_NYCity: flickriosapp:filter=nofilter,SK_NYCity: uploaded:by=flickrmobile,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 02,4691662445.jpg,"Met Museum of Art, NY",dok1969,NA,"NA,3D,Artwork,Inhabited,Roman,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,4691670837.jpg,"Met Museum of Art, NY",dok1969,NA,"NA,3D,Artwork,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,5613312741.jpg,New York Metropolitan museum of art,Jose X,NA,"Jose X: museum,Jose X: museo,Jose X: themet,Jose X: newyork,Jose X: usa,3D,Artwork,Inhabited,Roman,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,5613888802.jpg,New York Metropolitan museum of art,Jose X,NA,"Jose X: museum,Jose X: museo,Jose X: themet,Jose X: newyork,Jose X: usa,3D,Artwork,Inhabited,Greek_Jaharis_Hall_153,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,7604377294.jpg,The American Wing at the Met,John St John Photography,Taken in the American Wing of the Metropolitan Museum of Art in New York City.;,"John St John Photography: americanwing,John St John Photography: met,John St John Photography: metropolitanmuseumofart,John St John Photography: nyc,John St John Photography: newyorkcity,tracyhughes2_7. CPAGB LRPS: blackwhitephotos,John St John Photography: peopleofnewyork,American,Department,3D,Artwork,Description,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 02,9077987340.jpg,JEF_9647,jeffhickman36,NA,"NA,3D,Artwork,Space,Arms_Armor,Art2or3,arms_armor",Arms_Armor,DeptSpaces
SET 03,10124181613.jpg,Gallery Group,"Joe Josephs: 1,355,720 views - thank you",Temple of Dendur;Metropolitan Museum Of Art;New York City,"'Joe Josephs: 1,355,720 views - thank you: metropolitanmuseumofart,Joe Josephs: 1,355,720 views - thank you: newyorkcity,Joe Josephs: 1,355,720 views - thank you: art,Joe Josephs: 1,355,720 views - thank you: culture,Joe Josephs: 1,355,720 views - thank you: joejosephs,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephsphotography,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs2013,Joe Josephs: 1,355,720 views - thank you: templeofdendur,Joe Josephs: 1,355,720 views - thank you: ancientegypt,Joe Josephs: 1,355,720 views - thank you: ancientegyptianart,Joe Josephs: 1,355,720 views - thank you: sphnix,','Joe Josephs: 1,355,720 views - thank you: metropolitanmuseumofa,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephspho,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs201,Description,3D,Artwork,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 03,10261629974.jpg,NA,Nubia Bastos,NA,"Nubia Bastos: nyc,Nubia Bastos: met,Nubia Bastos: metropolitanmuseumofart,Nubia Bastos: metropolitanmuseum,Nubia Bastos: newyork,Nubia Bastos: canon60d,Nubia Bastos: fisheye,Nubia Bastos: rokinon,Nubia Bastos: 8mm,3D,Artwork,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 03,10396483704.jpg,Medieval,Nubia Bastos,NA,"Nubia Bastos: met,Nubia Bastos: metropolitanmuseum,Nubia Bastos: metropolitanmuseumofart,Nubia Bastos: nyc,Nubia Bastos: newyork,Nubia Bastos: cano,Nubia Bastos: canon60d,Nubia Bastos: medieval,3D,Artwork,Inhabited,Space,Arms_Armor,Art2or3,arms_armor",Arms_Armor,DeptSpaces
SET 03,10414920416.jpg,NA,L'roveri,NA,"NA,3D,Artwork,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 03,10442443235.jpg,Muse,"Joe Josephs: 1,355,720 views - thank you",Greek &amp; Roman Gallery;Metropolitan Museum of Art;New York City,"'Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephsphotography,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs2013,Joe Josephs: 1,355,720 views - thank you: scuplture,Joe Josephs: 1,355,720 views - thank you: ancientrome,Joe Josephs: 1,355,720 views - thank you: ancientgreece,Joe Josephs: 1,355,720 views - thank you: ancientromanart,Joe Josephs: 1,355,720 views - thank you: ancientgreekart,','Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephsph,Joe Josephs: 1,355,720 views - thank you: copyrightjoejosephs201,Description,3D,Artwork,Roman,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 03,10468175095.jpg,Arms & Armor,Gamma Infinity,"Really cool collection of old suits of armor, swords, etc from various cultures. Those four horsemen in the middle look pretty fearsome in any era. Metropolitan Museum of Art.","Gamma Infinity: nyc,Gamma Infinity: met,Gamma Infinity: armsandarmor,Gamma Infinity: balcony,Description,3D,Artwork,Inhabited,Space,Arms_Armor,Art2or3,arms_armor",Arms_Armor,DeptSpaces
SET 03,3016765269.jpg,Period Room at the Met,Sneferu's Cat,NA,"Sneferu's Cat: museum,Sneferu's Cat: art,Sneferu's Cat: timewemet,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
SET 03,5101548418.jpg,Hommage a Frank Loyd Wright,tumitaittuq,"Metropolitan Museum of Art, New York  addl  Living Room from the Francis W. Little House: Windows and paneling Frank Lloyd Wright (American, Richland Center, Wisconsin 1867-1959 Phoenix, Arizona) Date: 1912-15 Medium: Oak, leaded glass Accession Number: 1972.60.1 On view in Gallery 745","tumitaittuq: metropolitanmusem,tumitaittuq: newyork,tumitaittuq: architecture,tumitaittuq: franklloydwright,Description,Period_Rooms,Space,3D,Art2or3,period_room,Artwork",Period_Room,DeptSpaces
SET 03,8497661805.jpg,Close Call,Eddie C3,At the Metropolitan Museum,"Eddie C3: metropolitanmuseumofart,Eddie C3: newyorkcity,Eddie C3: chuckclose,Eddie C3: metropolitanmuseum,Description,Artwork,2D,Inhabited,Modern_Levine_Court_915,Space,Art2or3,painting",Painting,DeptSpaces
SET 03,8539947129.jpg,Diana at Charles Engelhart Court,rmartinsssz,"The Metropolitan Museum of Art, New York","rmartinsssz: nikon,rmartinsssz: d90,rmartinsssz: newyork,rmartinsssz: newyorkcity,rmartinsssz: nyc,rmartinsssz: usa,rmartinsssz: eua,rmartinsssz: novayork,rmartinsssz: 2013,rmartinsssz: rmartinsssz,rmartinsssz: diana,rmartinsssz: charlesengelhartcourt,rmartinsssz: statue,rmartinsssz: monochrome,rmartinsssz: museum,rmartinsssz: metropolitanmuseumofart,rmartinsssz: met,rmartinsssz: metropolitan,rmartinsssz: novaiorque,rmartinsssz: winter,rmartinsssz: nikond90,rmartinsssz: janeiro,rmartinsssz: january,rmartinsssz: travel,rmartinsssz: unitedstatesofamerica,rmartinsssz: estadosunidosdaamerica,rmartinsssz: manhattan,Description,Space,3D,Art2or3,sculpture,Artwork",Sculpture,DeptSpaces
SET 03,8539948309.jpg,Temple of Dendur in B&W,rmartinsssz,"The Metropolitan Museum of Art, New York","rmartinsssz: metropolitanmuseum,rmartinsssz: met,rmartinsssz: metropolitanmuseumofart,rmartinsssz: bw,rmartinsssz: templeofdendur,rmartinsssz: architecture,rmartinsssz: museum,rmartinsssz: dark,rmartinsssz: nikon,rmartinsssz: d90,rmartinsssz: newyork,rmartinsssz: newyorkcity,rmartinsssz: nyc,rmartinsssz: usa,rmartinsssz: eua,rmartinsssz: novayork,rmartinsssz: 2013,rmartinsssz: rmartinsssz,rmartinsssz: novaiorque,rmartinsssz: winter,rmartinsssz: nikond90,rmartinsssz: janeiro,rmartinsssz: january,rmartinsssz: travel,rmartinsssz: unitedstatesofamerica,rmartinsssz: estadosunidosdaamerica,rmartinsssz: manhattan,Description,Inhabited,Temple_Dendur,Space,3D,Art2or3,sculpture,Artwork",Sculpture,DeptSpaces
SET 03,8541048588.jpg,Temple of Dendur in the Sackler Wing,rmartinsssz,"The Metropolitan Museum of Art, New York","rmartinsssz: nikon,rmartinsssz: d90,rmartinsssz: newyork,rmartinsssz: newyorkcity,rmartinsssz: nyc,rmartinsssz: usa,rmartinsssz: eua,rmartinsssz: novayork,rmartinsssz: 2013,rmartinsssz: rmartinsssz,rmartinsssz: temple,rmartinsssz: dendur,rmartinsssz: sacklerwing,rmartinsssz: metropolitanmuseumofart,rmartinsssz: museum,rmartinsssz: museu,rmartinsssz: egypt,rmartinsssz: ancienttimes,rmartinsssz: novaiorque,rmartinsssz: winter,rmartinsssz: nikond90,rmartinsssz: janeiro,rmartinsssz: january,rmartinsssz: travel,rmartinsssz: unitedstatesofamerica,rmartinsssz: estadosunidosdaamerica,rmartinsssz: manhattan,Description,Inhabited,Temple_Dendur,Space,3D,Art2or3,sculpture,Artwork",Sculpture,DeptSpaces
SET 03,8552357259.jpg,Egypt Exhibit,jaysaan,Visited the MET on Saturday. I love Egypt. (Not my best panorama),"jaysaan: flickriosapp:filter=nofilter,jaysaan: uploaded:by=flickrmobile,3D,Artwork,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 03,8557109354.jpg,Schon byzantinisch gerahmt  @  New York,sunnybille,Metropolitan Museum of Art ist das grote Kunstmuseum der USA,"sunnybille: 2011,sunnybille: nikon,sunnybille: newyork,sunnybille: architektur,sunnybille: architecture,sunnybille: metropolitanmuseumofart,sunnybille: museum,sunnybille: tiffany,sunnybille: lampen,sunnybille: lamp,sunnybille: jugendstil,sunnybille: artnouveau,sunnybille: blicknachoben,Description,3D,Artwork,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 03,8567864116.jpg,NA,kristen mckeithan,-,"kristen mckeithan: met,kristen mckeithan: metropolitan,kristen mckeithan: museum,kristen mckeithan: art,kristen mckeithan: nyc,kristen mckeithan: ny,kristen mckeithan: manhattan,kristen mckeithan: interior,kristen mckeithan: columns,kristen mckeithan: visitors,kristen mckeithan: metropolitanmuseum,3D,Artwork,Inhabited,Velez_Blanco_Patio,Space,Art2or3,architecture",Architecture,DeptSpaces
SET 03,8567864376.jpg,NA,kristen mckeithan,-,"kristen mckeithan: met,kristen mckeithan: metropolitan,kristen mckeithan: museum,kristen mckeithan: art,kristen mckeithan: nyc,kristen mckeithan: ny,kristen mckeithan: manhattan,kristen mckeithan: lobby,kristen mckeithan: entrance,kristen mckeithan: hall,kristen mckeithan: knight,kristen mckeithan: armor,kristen mckeithan: joust,kristen mckeithan: horse,kristen mckeithan: visitors,kristen mckeithan: metropolitanmuseum,3D,Artwork,Inhabited,Space,Arms_Armor,Art2or3,arms_armor",Arms_Armor,DeptSpaces
SET 03,8606983323.jpg,Saint-Gaudens Skulpturen  @  New York,sunnybille,Metropolitan Museum of Art,"sunnybille: 2011,sunnybille: nikon,sunnybille: newyork,sunnybille: skulptur,sunnybille: skulpture,sunnybille: metropolitanmuseumofart,Description,3D,Artwork,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces
SET 03,8608520824.jpg,Frank Lloyd Wright,kaitlin.marie,"NA  addl  Living Room from the Francis W. Little House: Windows and paneling Frank Lloyd Wright (American, Richland Center, Wisconsin 1867-1959 Phoenix, Arizona) Date: 1912-15 Medium: Oak, leaded glass Accession Number: 1972.60.1 On view in Gallery 745","kaitlin.marie: flickriosapp:filter=nofilteruploadedbyflickrmobile,kaitlin.marie: franklloydwright,kaitlin.marie: met,kaitlin.marie: metropolitanmuseumofart,kaitlin.marie: flickriosapp:filter=nofilteruploadedbyflickrmobil,3D,Artwork,Inhabited,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces
