Category,File Name,Accession #,Title,Creator,Description,Keywords,Title,PrimaryArtistName,galleryLink,gallery,InTheMuseumList Name,InTheMuseumList Url,ClassificationList,whatList,CRDID,checkAccNo,scrapiurl,meturl,flickrid,flickrpageurl,flickrimageurl,flickrimageurl_text,username,nsid,pathalias,,,,,,,,,,,
SET 04,1151971317.jpg,21.169.1,"Detail of a Terracotta Sarcophagus Rim in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Terracotta sarcophagus rim;East Greek, Clazomenian, last quarter of the 6th century BC;;Accession # 21.169.1;;A significant number of terracotta sarcophagi with a decorated upper rim have been found at Klazomenai and at Old Smyrna, East Greek sites on the west coast of Asia Minor; given their size and weight, it is assumed that they were manufactured locally. Before the funeral, the sarcophagus was apparently buried up to the height of the upper rim. After the deceased was laid inside during the funeral ceremony, a stone lid was placed over the sarcophagus and earth was piled up to mark the grave site. ;;On this example, the upper zone of the lid is decorated with a battle scene. Four foot soldiers clash over a fallen warrior, while a winged figure and chariot approach from either side. Details on the figures were originally indicated in white. On the sides of the rim stand a centaur and a siren; below, two lions attack a boar.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: greek,ElissaSCA: terracotta,ElissaSCA: sarcophagus,ElissaSCA: rim,ElissaSCA: clay,ElissaSCA: fujifinepixs6000fd,ElissaSCA: archaic,Description,AccessionInDesc,3D,Artwork",Terracotta sarcophagus rim, ,/visit/museum-map/galleries/greek-and-roman/152,152,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Terracottas,"Clay,Terracotta,Funerary containers,Coffins,Sarcophagi",251161,21.169.1,http://scrapi.org/object/251161,http://www.metmuseum.org/collection/the-collection-online/search/251161,1151971317,https://www.flickr.com/photos/elissacorsini/1151971317/,http://c2.staticflickr.com/2/1155/1151971317_831722ccd5.jpg,http://c2.staticflickr.com/2/1155/1151971317_831722ccd5.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 04,1151971327.jpg,21.169.1,"Detail of a Terracotta Sarcophagus Rim in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Terracotta sarcophagus rim;East Greek, Clazomenian, last quarter of the 6th century BC;;Accession # 21.169.1;;A significant number of terracotta sarcophagi with a decorated upper rim have been found at Klazomenai and at Old Smyrna, East Greek sites on the west coast of Asia Minor; given their size and weight, it is assumed that they were manufactured locally. Before the funeral, the sarcophagus was apparently buried up to the height of the upper rim. After the deceased was laid inside during the funeral ceremony, a stone lid was placed over the sarcophagus and earth was piled up to mark the grave site. ;;On this example, the upper zone of the lid is decorated with a battle scene. Four foot soldiers clash over a fallen warrior, while a winged figure and chariot approach from either side. Details on the figures were originally indicated in white. On the sides of the rim stand a centaur and a siren; below, two lions attack a boar.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: greek,ElissaSCA: terracotta,ElissaSCA: sarcophagus,ElissaSCA: rim,ElissaSCA: clay,ElissaSCA: siren,ElissaSCA: monster,ElissaSCA: fujifinepixs6000fd,ElissaSCA: archaic,Description,AccessionInDesc,3D,Artwork",Terracotta sarcophagus rim, ,/visit/museum-map/galleries/greek-and-roman/152,152,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Terracottas,"Clay,Terracotta,Funerary containers,Coffins,Sarcophagi",251161,21.169.1,http://scrapi.org/object/251161,http://www.metmuseum.org/collection/the-collection-online/search/251161,1151971327,https://www.flickr.com/photos/elissacorsini/1151971327/,http://c2.staticflickr.com/2/1434/1151971327_4a0fbd198c.jpg,http://c2.staticflickr.com/2/1434/1151971327_4a0fbd198c.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 04,1151971307.jpg,21.169.1,"Terracotta Sarcophagus Rim in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Terracotta sarcophagus rim;East Greek, Clazomenian, last quarter of the 6th century BC;;Accession # 21.169.1;;A significant number of terracotta sarcophagi with a decorated upper rim have been found at Klazomenai and at Old Smyrna, East Greek sites on the west coast of Asia Minor; given their size and weight, it is assumed that they were manufactured locally. Before the funeral, the sarcophagus was apparently buried up to the height of the upper rim. After the deceased was laid inside during the funeral ceremony, a stone lid was placed over the sarcophagus and earth was piled up to mark the grave site. ;;On this example, the upper zone of the lid is decorated with a battle scene. Four foot soldiers clash over a fallen warrior, while a winged figure and chariot approach from either side. Details on the figures were originally indicated in white. On the sides of the rim stand a centaur and a siren; below, two lions attack a boar.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: greek,ElissaSCA: terracotta,ElissaSCA: sarcophagus,ElissaSCA: rim,ElissaSCA: clay,ElissaSCA: archaic,ElissaSCA: fujifinepixs6000fd,Description,AccessionInDesc,3D,Artwork",Terracotta sarcophagus rim, ,/visit/museum-map/galleries/greek-and-roman/152,152,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Terracottas,"Clay,Terracotta,Funerary containers,Coffins,Sarcophagi",251161,21.169.1,http://scrapi.org/object/251161,http://www.metmuseum.org/collection/the-collection-online/search/251161,1151971307,https://www.flickr.com/photos/elissacorsini/1151971307/,http://c2.staticflickr.com/2/1382/1151971307_5442af4ca7.jpg,http://c2.staticflickr.com/2/1382/1151971307_5442af4ca7.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 38,2735924632.jpg,06.1021.167,"Tondo Detail of a Kylix by the Painter of Bologna in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Terracotta kylix (drinking cup);Greek, Attic, red figure, ca. 460-450 BC;Attributed to the Painter of Bologna;Interior, Two schoolgirls;Exterior, women conversing;;Accession # 06.1021.167;;The representation in the tondo provides interesting evidence of the education of women in the mid-5th century BC. The girl on the left carries a pair of writing tablets and a styus. Where she and her companion are going is not indicated. Although there apparently were some schools, those who could afford it were probably tutored at home. The girl with the tablets is obviously reluctant, but why we cannot know. The scene on the exterior might have some connection as the paraphrenalia suspended in the background includes another set of tablets, torchholders, an alabastron (perfume vase) in addition to wreaths and slippers.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: vase,ElissaSCA: painting,ElissaSCA: terracotta,ElissaSCA: clay,ElissaSCA: pottery,ElissaSCA: kylix,ElissaSCA: fujifinepixs6000fd,ElissaSCA: catchycolors,ElissaSCA: redfigure,Description,AccessionInDesc,3D,Artwork",Terracotta kylix (drinking cup),Attributed to the Painter of Bologna 417,/visit/museum-map/galleries/greek-and-roman/157,157,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Vases,"Clay,Vessels,Vases,Terracotta,Drinking vessels,Cups,Kylikes",247330,06.1021.167,http://scrapi.org/object/247330,http://www.metmuseum.org/collection/the-collection-online/search/247330,2735924632,https://www.flickr.com/photos/elissacorsini/2735924632/,http://c2.staticflickr.com/4/3046/2735924632_2519bc6ab7.jpg,http://c2.staticflickr.com/4/3046/2735924632_2519bc6ab7.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 38,3336205904.jpg,1976.100.19,TeasingASleepingGirl_TheMET,rverc,"Gaspare Traversi Italian, Neapolitan, born about 1722, died 1770;;Detail from: <b><i>Teasing a Sleeping Girl</i></b>;Oil on canvas;;Little is known of Traversis career, but he was unquestionably the leading genre painter in eighteenth-century Naples. His pictures parodying the pastimes of the noble classes are particularly striking for their emphatic naturalism and biting wit. In this work an old woman tickles a young girl who has fallen asleep with her box of keepsakes on her lap.;;Bequest of Harry G. Sperling, 1971;1976.100.19;;From the placard: Metropolitan Museum of Art;  addl accession","rverc: europeanpaintings,rverc: metropolitanmuseum,rverc: timewemet,rverc: art,rverc: bench217,Description,AccessionInDesc,2D,Artwork",Teasing a Sleeping Girl,Gaspare Traversi,/visit/museum-map/galleries/european-paintings/620,620,European Paintings,/collection/the-collection-online/search?ft=*&amp;deptids=11,Paintings,"Paintings,Canvas,Oil paint",437842,1976.100.19,http://scrapi.org/object/437842,http://www.metmuseum.org/collection/the-collection-online/search/437842,3336205904,https://www.flickr.com/photos/rverc/3336205904/,http://c2.staticflickr.com/4/3550/3336205904_1427c764d1.jpg,http://c2.staticflickr.com/4/3550/3336205904_1427c764d1.jpg,rverc,26270547@N07,rverc,,,,,,,,,,,
SET 39,957364427.jpg,56.234.15,"Marble Statue of Hermes in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble statue of Hermes;Roman, Imperial Period, 1st or 2nd century AD;Copy or adaptation of a Greek statue of the late 5th or early 4th century BC;The left hand, tip of the nose, and tips of some fingers on the right hand are restored.;;Accession # 56.234.15;;The statue is almost intact, although the surface was strongly cleaned as was the custom in the 18th century. During that period, newly excavated ancient sculpture was cleaned and restored in workshops before being sold to members of the European nobility. This work was acquired by the English statesman William Fitzmaurice.;;Text exerpted from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: copy,ElissaSCA: marble,ElissaSCA: statue,ElissaSCA: sculpture,ElissaSCA: hermes,ElissaSCA: greek,ElissaSCA: god,ElissaSCA: fujifinepixs6000fd,ElissaSCA: ancient,Description,AccessionInDesc",Marble statue of Hermes,Copy of work attributed to Polykleitos,/visit/museum-map/galleries/greek-and-roman/162,162,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Statues,Marble",254925,56.234.15,http://scrapi.org/object/254925,http://www.metmuseum.org/collection/the-collection-online/search/254925,957364427,https://www.flickr.com/photos/elissacorsini/957364427/,http://c2.staticflickr.com/2/1396/957364427_777662f63f.jpg,http://c2.staticflickr.com/2/1396/957364427_777662f63f.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 39,1008868985.jpg,17.190.2072,"Bronze Man & Centaur in the Metropolitan Museum of Art,  July 2007",ElissaSCA,"Bronze man and centaur;Greek, Geometric, mid-8th century BC;;Accession # 17.190.2072;;Half man, half horse, centaurs were thought to inhabit remote wooded areas. In much of Greek art, they appear in combat with humans, and by implication, are the antithesis of civilized men. The classic rendering of this subject can be seen in the metopes of the Parthenon in Athens. It is, however, already fully presented in this bronze statuette. The outcome of the conflict is indicated by the end of the spear preserved in the centaur's left flank and the greater height of the man.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancientworld,ElissaSCA: ancient,ElissaSCA: greek,ElissaSCA: bronze,ElissaSCA: man,ElissaSCA: centaur,ElissaSCA: sculpture,ElissaSCA: statuette,ElissaSCA: geometric,ElissaSCA: fujifinepixs6000fd,Description,AccessionInDesc",Bronze man and centaur, ,/visit/museum-map/galleries/greek-and-roman/151,151,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Bronzes,"Metal,Sculpture,Copper alloy,Bronze,Statues,Figurines",249228,17.190.2072,http://scrapi.org/object/249228,http://www.metmuseum.org/collection/the-collection-online/search/249228,1008868985,https://www.flickr.com/photos/elissacorsini/1008868985/,http://c2.staticflickr.com/2/1137/1008868985_4767b683a9.jpg,http://c2.staticflickr.com/2/1137/1008868985_4767b683a9.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 39,2778974990.jpg,14.130.2,"Bronze Portrait of a Man Identified as Marcus Agrippa in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Bronze portrait of a man identified as M. Agrippa;Roman, Julio-Claudian, early 1st century AD;;Accession # 14.130.2;;The bronze head was discovered on August 11, 1904, near the Arch of Augustus in Susa, a town in northern Italy not far from Turin. It clearly belonged to an impressive, full-length statue, but despite a careful search of the find-spot, only some small fragments of the rest of the piece were found. The identification of the head as that of Marcus Agrippa appears to be confirmed by an inscribed stone base that was also discovered. ;;Agrippa was one of Augustus closest friends and supporters, who played a role in the civil wars during the 30s BC. ;;Thereafter, he acted almost as second-in-command to the emperor and as his roving ambassador, dealing with troubles in various parts of the Empire. Agrippa was rewarded with many titles and offices, including the consulship on three occasions, and in 21 BC, he married Augustus daughter Julia. Through her he was grandfather and great grandfather to the emperors Gaius (Caligula) and Nero, respectively.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: bronze,ElissaSCA: roman,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: head,ElissaSCA: portrait,ElissaSCA: agrippa,ElissaSCA: fujifinepixs6000fd,ElissaSCA: empire,Description,AccessionInDesc","Bronze portrait of a man, identified as M. Agrippa", ,/visit/museum-map/galleries/greek-and-roman/166,166,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Bronzes,"Metal,Copper alloy,Bronze,Figures,Busts",248892,14.130.2,http://scrapi.org/object/248892,http://www.metmuseum.org/collection/the-collection-online/search/248892,2778974990,https://www.flickr.com/photos/elissacorsini/2778974990/,http://c2.staticflickr.com/4/3089/2778974990_e961929822.jpg,http://c2.staticflickr.com/4/3089/2778974990_e961929822.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 40,3172499452.jpg,1989.407,LNYCart404,qpkarl,"At the <a href=http://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art_New_York rel=nofollow>Metropolitan Museum of Art</a>, New York City.;;The Burghers of Calais (detail), modeled 188495; this bronze cast 1985;<a href=http://en.wikipedia.org/wiki/Auguste_Rodin rel=nofollow>Auguste Rodin</a> (French, 18401917);Bronze; H. 82 1/2 in. (209.6 cm);Gift of Iris and B. Gerald Cantor, 1989 (1989.407);;The Burghers of Calais, commemorating an episode during the Hundred Years' War between England and France, is probably the best and certainly the most successful of Rodin's public monuments. Rodin closely followed the account of the French chronicler Jean Froissart (1333 or 1337after 1400) stating that six of the principal citizens of Calais were ordered to come out of their besieged city with head and feet bare, ropes around their necks, and the keys of the town and the caste in their hands. They were brought before the English king Edward III (13121377), who ordered their beheading. Rodin has portrayed them at the moment of departure from their city led by Eustache de Saint-Pierre, the bearded man in the middle of the group. At his side, Jean d'Aire carres a giant-sized key. Their oversized feet are bare, many have ropes around their necks, and all are in various states of despair, expecting imminent death and unaware that their lives will ultimately be saved by the intercession of the English queen Philippa. The arrangement of the group, with its unorthodox massing and subtle internal rhythms, was not easily settled, and the completed monument, cast in bronze by the Le Blanc-Barbedienne foundry, was not unveiled in Calais until 1895. The Metropolitan Museum's bronze is a lost-wax casting made from the plaster model in the Musee Rodin in Paris;;<b>NOTE:</b> Look &quot;<a href=http://farm5.static.flickr.com/4054/4577026379_ec438d4f69_o.jpg rel=nofollow>wall-eyed</a>&quot; at the top pair or &quot;<a href=http://farm5.static.flickr.com/4058/4577026407_895e8bfdd2_o.jpg rel=nofollow>cross-eyed</a>&quot; at the bottom pair to get a 3D image from the fused pictures. <a href=http://farm6.static.flickr.com/5042/5284135743_b8a35ae0b1_z.jpg rel=nofollow>Another illustration</a>.;;Here's a <a href=http://www.flickr.com/photos/12671646@N07/6076850770/in/photostream/>helpful tip</a> for viewing stereo pairs.;;If you'd like to browse a bit, please enjoy a somewhat <a href=http://www.flickriver.com/photos/12671646@N07/random/ rel=nofollow>random sampling</a> of my photos.  addl accession","qpkarl: 3d,qpkarl: stereo,qpkarl: stereogram,qpkarl: stereograph,qpkarl: stereography,qpkarl: canondigitalrebel,qpkarl: newyorkcity,qpkarl: metropolitanmuseum,qpkarl: artgalleryandmuseums,qpkarl: stereographic,qpkarl: stereoscope,qpkarl: stereoscopic,qpkarl: stereoscopy,qpkarl: stereophotography,Description,AccessionInDesc,3D,Artwork",The Burghers of Calais,Auguste Rodin,/visit/museum-map/galleries/european-sculpture-and-decorative-arts/548,548,European Sculpture and Decorative Arts,/collection/the-collection-online/search?ft=*&amp;deptids=12,Sculpture-Bronze,"Metal,Sculpture,Copper alloy,Bronze",207812,1989.407,http://scrapi.org/object/207812,http://www.metmuseum.org/collection/the-collection-online/search/207812,3172499452,https://www.flickr.com/photos/12671646@N07/3172499452/,http://c2.staticflickr.com/4/3097/3172499452_75d6881a07.jpg,http://c2.staticflickr.com/4/3097/3172499452_75d6881a07.jpg,qpkarl,12671646@N07,,,,,,,,,,,,
SET 40,3174063515.jpg,1992.212a-e,LNYCart457,qpkarl,"A somewhat <a href=http://dictionary.reference.com/browse/grisly rel=nofollow>grisly</a> sculpture at the <a href=http://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art_New_York rel=nofollow>Metropolitan Museum of Art</a>, New York City.;;Robert Arneson (American, 19301992);Ground Zero;1983;Bronze;H. 24, W. 82, D. 82 inches (61 x 208.3 x 208.3 cm.) Head: 22-1/2 inches high;Sculpture;Gift of The Sadoff Collection, 1992;Accession Number;1992.212a-e;;<b>NOTE:</b> Look &quot;<a href=http://farm5.static.flickr.com/4054/4577026379_ec438d4f69_o.jpg rel=nofollow>wall-eyed</a>&quot; at the top pair or &quot;<a href=http://farm5.static.flickr.com/4058/4577026407_895e8bfdd2_o.jpg rel=nofollow>cross-eyed</a>&quot; at the bottom pair to get a 3D image from the fused pictures. <a href=http://farm6.static.flickr.com/5042/5284135743_b8a35ae0b1_z.jpg rel=nofollow>Another illustration</a>.;;Here's a <a href=http://www.flickr.com/photos/12671646@N07/6076850770/in/photostream/>helpful tip</a> for viewing stereo pairs.;;If you'd like to browse a bit, please enjoy a somewhat <a href=http://www.flickriver.com/photos/12671646@N07/random/ rel=nofollow>random sampling</a> of my photos.","qpkarl: 3d,qpkarl: stereo,qpkarl: stereogram,qpkarl: stereograph,qpkarl: stereography,qpkarl: canondigitalrebel,qpkarl: newyorkcity,qpkarl: metropolitanmuseum,qpkarl: artgalleryandmuseums,qpkarl: unitedstates,qpkarl: stereoscopy,qpkarl: stereoscopic,qpkarl: stereoscope,qpkarl: stereophotography,qpkarl: stereographic,qpkarl: newyork,qpkarl: cross,qpkarl: manhattan,qpkarl: statue,qpkarl: sculpture,qpkarl: bronze,qpkarl: art,Description,AccessionInDesc,3D,Artwork",Ground Zero,Robert Arneson,This artwork is not on display, ,Modern and Contemporary Art,/collection/the-collection-online/search?ft=*&amp;deptids=21,Sculpture,"Metal,Sculpture,Copper alloy,Bronze",632929,1992.212a-e,http://scrapi.org/object/632929,http://www.metmuseum.org/collection/the-collection-online/search/632929,3174063515,https://www.flickr.com/photos/12671646@N07/3174063515/,http://c2.staticflickr.com/4/3258/3174063515_bf8061d4cf.jpg,http://c2.staticflickr.com/4/3258/3174063515_bf8061d4cf.jpg,qpkarl,12671646@N07,,,,,,,,,,,,
SET 40,3172698759.jpg,1994.192.12,LNYCart439,qpkarl,"At the <a href=http://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art_New_York rel=nofollow>Metropolitan Museum of Art</a>, New York City.;;Evening gown, ca. 1965;<a href=http://en.wikipedia.org/wiki/Gres rel=nofollow>Madame Gres</a> (French, 19031993);White silk jersey; L. at center back 44 in. (111.8 cm);Gift of Mrs. Oscar de la Renta, 1994 (1994.192.12);;The collections of Madame Gres were prized for the pleated silk jersey gowns that ended each of her shows. With their himation-like draped swags, these designs are a relaxed version of the fine dense pleating that generally covers her fitted, highly structured bodices. The technical virtuosity incorporated in the draping is revealed only on close study of this example. The swags are both continuous and unbroken panels of fabric that incorporate the right fronts and backs of the gown. In her neoclassicism, Gres conformed to the antique notion of uninterrupted lengths of cloth, stitched but not cut into shape. From her earliest work, Gres introduced windows onto the body with cutouts that bared the back and midriff. The dense draping of the handkerchief-weight jersey in the gown provides carefully positioned coverage. At either side of the hips and legs, however, only a taut layer of fabric is provided for a sensuous disclosure of the body's contours.;;<b>NOTE:</b> Look &quot;<a href=http://farm5.static.flickr.com/4054/4577026379_ec438d4f69_o.jpg rel=nofollow>wall-eyed</a>&quot; at the top pair or &quot;<a href=http://farm5.static.flickr.com/4058/4577026407_895e8bfdd2_o.jpg rel=nofollow>cross-eyed</a>&quot; at the bottom pair to get a 3D image from the fused pictures. <a href=http://farm6.static.flickr.com/5042/5284135743_b8a35ae0b1_z.jpg rel=nofollow>Another illustration</a>.;;Here's a <a href=http://www.flickr.com/photos/12671646@N07/6076850770/in/photostream/>helpful tip</a> for viewing stereo pairs.;;If you'd like to browse a bit, please enjoy a somewhat <a href=http://www.flickriver.com/photos/12671646@N07/random/ rel=nofollow>random sampling</a> of my photos.  addl accession","qpkarl: 3d,qpkarl: stereo,qpkarl: stereogram,qpkarl: stereograph,qpkarl: stereography,qpkarl: canondigitalrebel,qpkarl: newyorkcity,qpkarl: metropolitanmuseum,qpkarl: artgalleryandmuseums,qpkarl: stereographic,qpkarl: stereoscope,qpkarl: stereoscopic,qpkarl: stereoscopy,qpkarl: stereophotography,Description,AccessionInDesc,3D,Artwork",Evening dress,Madame Grès (Alix Barton),This artwork is not on display, ,Costume Institute,/collection/the-collection-online/search?ft=*&amp;deptids=8, ,"Costume,Silk,Dresses,Evening dresses",80350,1994.192.12,http://scrapi.org/object/80350,http://www.metmuseum.org/collection/the-collection-online/search/80350,3172698759,https://www.flickr.com/photos/12671646@N07/3172698759/,http://c2.staticflickr.com/2/1012/3172698759_eed06ab552.jpg,http://c2.staticflickr.com/2/1012/3172698759_eed06ab552.jpg,qpkarl,12671646@N07,,,,,,,,,,,,
SET 40,3172498384.jpg,55.11.5,LNYCart418,qpkarl,"At the <a href=http://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art_New_York rel=nofollow>Metropolitan Museum of Art</a>, New York City.;;Marble sarcophagus with the Triumph of Dionysos and the Seasons;Roman, Late Imperial, Gallienic, ca. A.D. 260270;Overall: 34 x 85 x 36 1/4 in. (86.4 x 215.9 x 92.1 cm);Purchase, Joseph Pulitzer Bequest, 1955 (55.11.5);;Description;This highly ornate and extremely well-preserved Roman marble sarcophagus came to the Metropolitan Museum from the collection of the dukes of Beaufort and was formerly displayed in their country seat, Badminton Hall in Gloucestershire, England. An inscription on the unfinished back of the sarcophagus records that it was installed there in 1733. In contrast to the rough and unsightly back, the sides and front of the sarcophagus are decorated with forty human and animal figures carved in high relief. The central figure is that of the god Dionysos seated on a panther, but he is somewhat overshadowed by four larger standing figures who represent the four Seasons (from left to right, Winter, Spring, Summer, and Fall). The figures are unusual in that the Seasons are usually portrayed as women, but here they are shown as sturdy youths. Around these five central figures are placed other Bacchic figures and cultic objects, all carved at a smaller scale. On the rounded ends of the sarcophagus are two other groups of large figures, similarly intermingled with lesser ones. On the left end, Mother Earth is portrayed reclining on the ground; she is accompanied by a satyr and a youth carrying fruit. On the right end, a bearded male figure, probably to be identified with the personification of a river-god, reclines in front of two winged youths, perhaps representing two additional Seasons. ;;<b>NOTE:</b> Look &quot;<a href=http://farm5.static.flickr.com/4054/4577026379_ec438d4f69_o.jpg rel=nofollow>wall-eyed</a>&quot; at the top pair or &quot;<a href=http://farm5.static.flickr.com/4058/4577026407_895e8bfdd2_o.jpg rel=nofollow>cross-eyed</a>&quot; at the bottom pair to get a 3D image from the fused pictures. <a href=http://farm6.static.flickr.com/5042/5284135743_b8a35ae0b1_z.jpg rel=nofollow>Another illustration</a>.;;Here's a <a href=http://www.flickr.com/photos/12671646@N07/6076850770/in/photostream/>helpful tip</a> for viewing stereo pairs.;;If you'd like to browse a bit, please enjoy a somewhat <a href=http://www.flickriver.com/photos/12671646@N07/random/ rel=nofollow>random sampling</a> of my photos.  addl accession","qpkarl: 3d,qpkarl: stereo,qpkarl: stereogram,qpkarl: stereograph,qpkarl: stereography,qpkarl: canondigitalrebel,qpkarl: newyorkcity,qpkarl: metropolitanmuseum,qpkarl: artgalleryandmuseums,qpkarl: stereographic,qpkarl: stereoscope,qpkarl: stereoscopic,qpkarl: stereoscopy,qpkarl: stereophotography,Description,DescriptionInDesc,AccessionInDesc,3D,Artwork",Marble sarcophagus with the Triumph of Dionysos and the Seasons, ,/visit/museum-map/galleries/greek-and-roman/162,162,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Stone Sculpture,"Sculpture,Stone,Marble,Funerary containers,Coffins,Sarcophagi",254819,55.11.5,http://scrapi.org/object/254819,http://www.metmuseum.org/collection/the-collection-online/search/254819,3172498384,https://www.flickr.com/photos/12671646@N07/3172498384/,http://c2.staticflickr.com/2/1099/3172498384_b869f8f4c0.jpg,http://c2.staticflickr.com/2/1099/3172498384_b869f8f4c0.jpg,qpkarl,12671646@N07,,,,,,,,,,,,
