Category,File Name,Accession #,Title,Creator,Description,Keywords
SET 03,1053572910.jpg,5.3,-,ElissaSCA,"In a time when emperors were hard-pressed to maintain their position of power, some ruled for as little as a few months and in many ways were wholly dependent on the fickle attitudes of their armies. Trebonianus Gallus became emperor after the assassination of his predecessor, Decius, and with the support of his army. In his portraiture, most notably on coins and a few sculptures, Gallus continued the iconographic tradition that was intended to present the emperor as a powerful general who could lead the armies and keep order in the empire. This iconography is characterized by a military &quot;buzz-cut&quot; hairstyle, a short, stubble beard, and a stern, even menacing expressionall of which owe their origins to the mature portrait types of Caracalla (r. 21117 A.D.) (40.11.1a).;;Reconstructed from several fragments, this statue is remarkable because it is the only large-scale bronze to survive from the third century A.D., as well as the fact that it is one of the relatively few lifesize imperial bronzes to come down from antiquity. Although its identification as Trebonianus is not absolute, the features bear a strong resemblance to the portraits minted on some of his official coins. ;;The overall intent of this oversized bronze statue seems to have been to intimidate by virtue of its sheer physical presence, and clearly reflects the immense stylistic evolution in Roman portraiture since the time of Augustus. The portrait head shows an incredible emotional intensity that contrasts sharply with the disproportionately large and muscular body. The massive nude body itself resembles that of an athlete or gladiator, such as those in the mosaic pavements of the Baths of Caracalla, rather than what was typical for a representation of an emperor. In fact, the boots Gallus wears are of a type often shown in representations of boxers, and would have been more appropriate for the palaestra, or exercise yard, than the imperial court.;;Although his pose is one routinely adopted by Roman emperorsrecalling Greek heroic and athletic nude statuesthe disproportion, wrestling gear, brutish crew cut, and stubble beard no longer evoke the ideals of classical Greece as in the days of Augustus. The technique of negative carving, which had been designed in the early third century for stone portraits of Caracalla, is here successfully used in the decoration of metal. This abbreviated style befits Gallus, an emperor who both achieved and lost the throne at the hands of the soldiers he led.; ;Text (slightly abridged) from: <a href=http://www.metmuseum.org/toah/hd/ropo/hod_05.30_05.47.htm rel=nofollow>www.metmuseum.org/toah/hd/ropo/hod_05.30_05.47.htm</a>;;For an article on the conservation of this work: <a href=http://www.metmuseum.org/Works_of_Art/objects_conservation/fall_2003/roman.asp rel=nofollow>www.metmuseum.org/Works_of_Art/objects_conservation/fall_...</a>;;and;;Bronze statue of the emperor Trebonianus Gallus;Roman, 251-253 AD;Said to have been found near the church of Saint John the Lateran in Rome;;Accession # 05.30;;This monumental bronze statue is one of the very few nearly complete Roman bronze statues of the third century preserved today. It is a reminder that many of the disembodied portrait heads displayed in these galleries were once attached to freestanding sculptures, whose original appearances were undoubtedly quite different. Portraits of the emperor served the highly important function in imperial propaganda of presenting the ruler to the public and of projecting the personality with which he wished to be perceived. Leadership and military strength are evoked in the heroic nudity of the figure and in the pose, which recalls the famous statue of Alexander the Great with the Lance by Lysippos. In contrast to the idealized body, the portrait head represents the emperor with brutish realism. Trebonianus likely would have cradled a parazonium, or a short sword, in his left arm, and held a spear in his upraised right hand. ;;The statue has undergone several campaigns of restoration since its discovery in the early nineteenth centur","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: bronze,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: emperor,ElissaSCA: trebonianusgallus,ElissaSCA: fujifinepixs6000fd,ElissaSCA: portrait,3D,Artwork"
SET 03,1057277358.jpg,14.130.8,"Marble Pediment of a Funerary Altar in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble pediment of a funerary altar;Roman, Hadrianic period, ca. 120-130 AD;;Accession # 14.130.8;;This fragment of an altar is from a commemorative monument in which identifying inscriptions would have appeared on the shaft below the three portrait busts. Since that part of the altar is now missing, the relationship between the figures is not known. The woman at the center, whose hairstyle suggests a date in the early second century AD, is the main focus of attention and so is thought to be the mother of the two men, who look respectfully toward her. It may be that they died first, and their grieving mother, who is presented in a more lifelike pose, was left to set up this monument.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: relief,ElissaSCA: woman,ElissaSCA: pediment,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork"
SET 03,1057277650.jpg,14.130.8,"Detail of a Marble Pediment of a Funerary Altar in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble pediment of a funerary altar;Roman, Hadrianic period, ca. 120-130 AD;;Accession # 14.130.8;;This fragment of an altar is from a commemorative monument in which identifying inscriptions would have appeared on the shaft below the three portrait busts. Since that part of the altar is now missing, the relationship between the figures is not known. The woman at the center, whose hairstyle suggests a date in the early second century AD, is the main focus of attention and so is thought to be the mother of the two men, who look respectfully toward her. It may be that they died first, and their grieving mother, who is presented in a more lifelike pose, was left to set up this monument.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: relief,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork"
SET 03,1110374525.jpg,1992.11.58,"Marble Hellenistic Grave Relief With Two Registers in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble grave relief with a funerary banquet and departing warriors;Greek, Hellenistic, 2nd century BC;;Accession # 1992.11.58;;Two brothers, sons of Apollonios, are represented in both reliefs, and their names are inscribed below. They are shown in a manner associated with hero worship. The ancient Greeks devised a category of powerful demigods known as heroes, who were not unlike Christian saints. Local cults flourished at the tombs of ;certain deceased men who were thought to exert power for good or evil from their grave. During the Classical period, votive reliefs dedicated to such heroes often represented them on horseback or dining at a funerary banquet. The reliefs on this grave monument drew on such imagery and thus enhanced the memory of the deceased brothers.;;Text from the Metropolitan Museum of Art label.;","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: ancient,ElissaSCA: greek,ElissaSCA: hellenistic,ElissaSCA: marble,ElissaSCA: relief,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork"
SET 03,1162938490.jpg,2000.39,"Archaic Terracotta Figurine of a Woman in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Terracotta figurine of a woman;Greek, late 6th- early 5th century BC;;Accession # 2000.39;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: met,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: archaic,ElissaSCA: terracotta,ElissaSCA: figurine,ElissaSCA: woman,ElissaSCA: statue,ElissaSCA: sculpture,ElissaSCA: clay,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork"
SET 03,1195386891.jpg,"28.57 a,b","Terracotta Lidded Vase from Centuripe in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Terracotta vase;Greek, Sicilian, Centuripe, 3rd-2nd centuries BC;On the body, three women and a boy;;Accession # 28.57 a,b;;The lid on this Centuripe vase is separate from the body. Because of the fragility of the technique, the decoration that is still visible on the body is no longer legible on the lid.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: terracotta,ElissaSCA: vase,ElissaSCA: pottery,ElissaSCA: sicily,ElissaSCA: greek,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork"
SET 03,1204445917.jpg,"1994.600.1, .2","Terracotta Bust of a Woman in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Two terracotta busts;Greek, Sicilian, 4th century BC;Accession # 1994.600.1, .2;;These busts, identified as Persephone, or possibly Demeter, depict a goddess wearing a polos (headdress). As is typical of such Sicilian terracottas, they do not represent the figure's arms or breasts, but the face and the hair with its streaming locks and curls are powerfully rendered. Originally, they were adorned with earrings, as indicated by the holes in the earlobes. They were probably painted and gilded and were presumably set up as votive offerings in sanctuaries.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: terracotta,ElissaSCA: sicilian,ElissaSCA: sicily,ElissaSCA: bust,ElissaSCA: woman,ElissaSCA: clay,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: museum,AccessionInDesc,Description,3D,Artwork"
SET 03,1204445935.jpg,"1994.600.1, .2","Terracotta Bust of a Woman in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Two terracotta busts;Greek, Sicilian, 4th century BC;Accession # 1994.600.1, .2;;These busts, identified as Persephone, or possibly Demeter, depict a goddess wearing a polos (headdress). As is typical of such Sicilian terracottas, they do not represent the figure's arms or breasts, but the face and the hair with its streaming locks and curls are powerfully rendered. Originally, they were adorned with earrings, as indicated by the holes in the earlobes. They were probably painted and gilded and were presumably set up as votive offerings in sanctuaries.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: terracotta,ElissaSCA: sicilian,ElissaSCA: sicily,ElissaSCA: bust,ElissaSCA: woman,ElissaSCA: clay,ElissaSCA: fujifinepixs6000fd,ElissaSCA: sculpture,ElissaSCA: museum,AccessionInDesc,Description,3D,Artwork"
SET 03,1205029176.jpg,40.11.1a,"Marble Portrait of the Emperor Caracalla in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Portrait of the emperor Caracalla;Roman, Severan, A.D. 212217;Marble; height: 14 1/4 in. (36.2 cm);The Metropolitan Museum of Art, New York, Samuel D. Lee Fund, 1940;(40.11.1a) ;;Text from: <a href=http://www.metmuseum.org/special/greek_roman/viewone.asp?item=24>www.metmuseum.org/special/greek_roman/viewone.asp?item=24</a>  addl accession","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: caracalla,ElissaSCA: portrait,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: emperor,Description,AccessionInDesc,3D,Artwork"
SET 03,1205029180.jpg,40.11.1a,"Marble Portrait of the Emperor Caracalla in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Portrait of the emperor Caracalla;Roman, Severan, A.D. 212217;Marble; height: 14 1/4 in. (36.2 cm);The Metropolitan Museum of Art, New York, Samuel D. Lee Fund, 1940;(40.11.1a) ;;Text from: <a href=http://www.metmuseum.org/special/greek_roman/viewone.asp?item=24>www.metmuseum.org/special/greek_roman/viewone.asp?item=24</a>  addl accession","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: caracalla,ElissaSCA: portrait,ElissaSCA: marble,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: emperor,Description,AccessionInDesc,3D,Artwork"
